軍職專長,專長代碼,民間工作任務用語,職業類別,職業名稱,職業代碼,轉銜理由,必須證照,建議證照
,,,05廣告/公關/設計,廣告媒體企劃人員,050204,具備受眾心理分析、宣傳策略規劃、媒體運用設計與成效評估等相關實務經驗，熟悉傳播規劃與輿情監測，適合擔任廣告媒體企劃人員；從事媒體投放策略規劃、廣告內容整合、受眾行為分析與傳播效果評估等工作。,,
,,,21行銷/企劃/專案,行銷企劃人員,210103,具備宣導策略規劃、受眾分析研判、活動推廣執行與成效評估等相關實務經驗，熟悉行銷企劃流程與跨部門協調機制，適合擔任行銷企劃人員，從事市場推廣規劃、品牌活動執行、行銷方案設計與成效分析等工作。,,建議取得經濟部商業發展署「品牌企劃師能力鑑定證書」
,,,21行銷/企劃/專案,市場調查/市調分析,210105,具備輿情資料蒐整、受眾心理分析、宣傳效果評估與趨勢研判等相關實務經驗，熟悉市場分析流程與數據解讀原則，適合擔任市場調查／市調分析人員；從事市場數據分析、消費者行為研究、調查設計與研究報告撰寫等工作。,,
,,,21行銷/企劃/專案,網站行銷企劃,210202,具備受眾心理分析、輿情監測研判、內容策略規劃與成效評估優化等相關實務經驗，熟悉數位行銷流程與傳播數據解讀原則，適合擔任網站行銷企劃；從事網站內容策略規劃、數位推廣執行、流量成效分析與行銷優化管理等工作。,,
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、物料補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜為連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得勞動部「門市服務」技術士證
,,,01經營/行政/總務,儲備幹部,010105,因於部隊長期接觸制度化作業流程，並具備遵守紀律、跨單位協作、情境應變與壓力下執行能力，適合轉銜企業儲備幹部，學習組織規章及營運流程，從事相關管理工作。,,
心理輔導士,6A315,"1.心理評估與資料分析
1.1協助辦理心理評估工具施測與資料蒐集。
1.2整理與分析心理評估結果並建立相關資料紀錄。1.3協助製作心理評估與分析報告以提供管理參考。
2.諮詢服務與個案紀錄管理
2.1協助執行個別諮詢與晤談相關作業。
2.2建立與維護個案紀錄與相關文件資料。
2.3協助整理個案研究資料並提供後續追蹤支援。
3.員工關懷與心理支持服務
3.1提供員工心理關懷與基本諮詢服務。
3.2協助轉介相關資源以支援個案需求。
3.3協助推動心理健康支持與員工關懷措施。",17醫療/美容/保建,諮商心理師,170106,具備心理測驗、個案晤談輔導相關實務經驗，熟悉心理輔導流程與專業諮詢原則，適合擔任諮商心理師，從事個案諮商服務與評估報告撰寫等工作。,應取得「諮商心理師」資格,
,,,14教育/學術/研究,心理學研究人員,140308,具備心理測驗、研究資料分析、個案研究整理與結果解釋等相關實務經驗，熟悉心理研究方法與量化分析原則，適合擔任心理學研究人員；從事心理研究設計、實證資料分析、研究報告撰寫與成果應用評析等工作。,,
,,,14教育/學術/研究,社工人員,140120,具備心理測驗實施、個案晤談評估、輔導方案規劃與跨單位協調等相關實務經驗，熟悉個案服務流程與風險評估原則，適合擔任社工人員；從事個案輔導服務、家庭支持介入、資源連結轉介與服務紀錄撰寫等工作。,,
,,,03人資/法務/智財,人力／移工仲介,030105,具備心理測驗實施、人格特質分析與個案輔導規劃等實務經驗，熟悉人才評估流程與職涯發展原則，適合擔任人力／移工仲介，從事職業適性評量、人才甄選媒合、職涯諮詢建議與就業推介等工作。,,建議取得勞動部「就業服務」技術士
,,,03人資/法務/智財,人力資源主管,030101,具備心理輔導計畫擬訂與執行、心理測驗與個別輔導等相關實務經驗，熟悉人員心理狀況評估與輔導流程，適合擔任人力資源主管證，從事員工心理輔導與諮詢、個案管理、輔導紀錄整理及人員教育訓練指導等工作。,,建議取得勞動部「就業服務」技術士
,,,01經營/行政/總務,私家偵探(徵信員),220104,具備人格特質分析、風險與壓力反應判讀，熟悉人際互動觀察與資訊統整原則，適合擔任私家偵探(徵信員)；從事委託案件之需求訪談、資訊蒐集與監查、證據紀錄整理及報告撰寫等調查工作。,,
,,,01經營/行政/總務,儲備幹部,010105,因於部隊長期接觸制度化作業流程，並具備遵守紀律、跨單位協作、情境應變與壓力下執行能力，適合轉銜企業儲備幹部，學習組織規章及營運流程，從事相關管理工作。,,
新聞官,6.00E+23,"1.媒體關係與對外溝通管理
1.1統籌組織對外新聞發布與媒體溝通事務。
1.2規劃與執行媒體聯繫及新聞發布作業。1.3協助建立與維護媒體關係，提升組織對外形象。
2.內容製作與新聞編輯
2.1撰寫與編輯新聞稿、專題報導與宣傳內容。
2.2負責影音內容製作、剪輯與播出作業。
2.3規劃與執行出版物或媒體內容之編輯與版面設計。
3.媒體活動與公關事務
3.1辦理媒體接待、記者會與新聞活動相關作業。
3.2協調內外部單位以確保活動順利執行。
3.3協助處理媒體詢問並提供相關資訊。",12新聞/出版/印刷,新聞採訪記者,120102,具備新聞採訪撰寫、內容審核發布、媒體聯繫協調與版面製作統籌等相關實務經驗，熟悉新聞製作流程與媒體運作機制，適合擔任新聞採訪記者；從事新聞採訪報導、稿件撰寫編輯、媒體溝通聯繫與新聞內容製作等工作。,,
,,,05廣告/公關/設計,公關主管/發言人,050202,具備對外訊息審核發布、媒體關係經營、輿情動態掌握與新聞策略統籌等相關實務經驗，熟悉公共溝通流程與危機應對機制，適合擔任公關主管／發言人；從事品牌形象管理、媒體溝通規劃、記者會統籌與對外發言說明等工作。,,
,,,05廣告/公關/設計,廣告媒體企劃人員,050204,具備新聞內容策劃、媒體聯繫協調、版面與影音製作統籌及傳播效果分析等相關實務經驗，熟悉媒體規劃流程與內容整合原則，適合擔任廣告媒體企劃人員；從事媒體投放規劃、廣告內容整合、傳播策略設計與成效分析等工作。,,
,,,05廣告/公關/設計,廣告文案人員,050102,具備主軸規劃、內容撰寫修潤、議題包裝設計與傳播效果評估等相關實務經驗，熟悉內容創作流程與受眾溝通原則，適合擔任廣告文案人員；從事廣告文案撰寫、品牌訊息設計、創意內容發想與宣傳稿件製作等工作。,,
,,,13傳播/娛樂/藝術,主播,130101,具備新聞稿件撰寫審核、播報內容掌握、媒體聯繫應對與現場表達控場等相關實務經驗，熟悉新聞製播流程與公眾溝通原則，適合擔任主播；從事新聞播報主持、即時訊息傳達、節目內容呈現與對外說明等工作。,,
,,,13傳播/娛樂/藝術,影片製作專業人員,130104,具備影音內容策劃、拍攝剪輯統籌、腳本設計編排與播出成效評估等相關實務經驗，熟悉影片製作流程與內容品質控管原則，適合擔任影片製作專業人員；從事影片企劃拍攝、後製剪輯製作、內容整合發佈與成效分析等工作。,,
,,,13傳播/娛樂/藝術,電台工作人員,130102,具備新聞採編播報、音訊剪輯製作、媒體聯繫協調與節目內容統籌等相關實務經驗，熟悉廣播製播流程與內容管理原則，適合擔任電台工作人員；從事節目製作播出、音控剪輯操作、內容規劃管理與聽眾溝通服務等工作。,,
,,,13傳播/娛樂/藝術,節目企劃,130107,具備內容主題策劃、議題編排設計、媒體資源整合與播出成效評估等相關實務經驗，熟悉節目製播流程與內容規劃原則，適合擔任節目企劃；從事節目內容設計、製播統籌安排、來賓協調與播出成效分析等工作。,,
新聞士,6.00E+234,"1.內容撰寫與編輯作業
1.1撰寫新聞稿件、專題內容與相關文字資料。
1.2進行內容校對與編輯，確保資訊正確與表達清晰。1.3協助產製各類媒體與宣傳內容。
2.版面與內容呈現管理
2.1協助編排出版物或媒體平台之內容版面。
2.2確保內容呈現符合編輯規範與整體風格。
2.3協助管理內容發布流程與相關資料。
3.新聞採訪與資訊蒐集
3.1協助執行新聞採訪與現場資訊蒐集。
3.2整理採訪資料並協助完成報導內容。
3.3蒐集相關產業與媒體資訊以支援內容製作。",12新聞/出版/印刷,新聞採訪記者,120102,具備新聞採訪撰寫、內容審核發布、媒體聯繫協調與版面製作統籌等相關實務經驗，熟悉新聞製作流程與媒體運作機制，適合擔任新聞採訪記者；從事新聞採訪報導、稿件撰寫編輯、媒體溝通聯繫與新聞內容製作等工作。,,
,,,05廣告/公關/設計,公關主管/發言人,050202,具備對外訊息審核發布、媒體關係經營、輿情動態掌握與新聞策略統籌等相關實務經驗，熟悉公共溝通流程與危機應對機制，適合擔任公關主管／發言人；從事品牌形象管理、媒體溝通規劃、記者會統籌與對外發言說明等工作。,,
,,,05廣告/公關/設計,廣告媒體企劃人員,050204,具備新聞內容策劃、媒體聯繫協調、版面與影音製作統籌及傳播效果分析等相關實務經驗，熟悉媒體規劃流程與內容整合原則，適合擔任廣告媒體企劃人員；從事媒體投放規劃、廣告內容整合、傳播策略設計與成效分析等工作。,,
,,,05廣告/公關/設計,廣告文案人員,050102,具備主軸規劃、內容撰寫修潤、議題包裝設計與傳播效果評估等相關實務經驗，熟悉內容創作流程與受眾溝通原則，適合擔任廣告文案人員；從事廣告文案撰寫、品牌訊息設計、創意內容發想與宣傳稿件製作等工作。,,
,,,13傳播/娛樂/藝術,主播,130101,具備新聞稿件撰寫審核、播報內容掌握、媒體聯繫應對與現場表達控場等相關實務經驗，熟悉新聞製播流程與公眾溝通原則，適合擔任主播；從事新聞播報主持、即時訊息傳達、節目內容呈現與對外說明等工作。,,
,,,13傳播/娛樂/藝術,影片製作專業人員,130104,具備影音內容策劃、拍攝剪輯統籌、腳本設計編排與播出成效評估等相關實務經驗，熟悉影片製作流程與內容品質控管原則，適合擔任影片製作專業人員；從事影片企劃拍攝、後製剪輯製作、內容整合發佈與成效分析等工作。,,
,,,13傳播/娛樂/藝術,電台工作人員,130102,具備新聞採編播報、音訊剪輯製作、媒體聯繫協調與節目內容統籌等相關實務經驗，熟悉廣播製播流程與內容管理原則，適合擔任電台工作人員；從事節目製作播出、音控剪輯操作、內容規劃管理與聽眾溝通服務等工作。,,
,,,13傳播/娛樂/藝術,節目企劃,130107,具備內容主題策劃、議題編排設計、媒體資源整合與播出成效評估等相關實務經驗，熟悉節目製播流程與內容規劃原則，適合擔任節目企劃；從事節目內容設計、製播統籌安排、來賓協調與播出成效分析等工作。,,
美工官,6.00E+33,"1.創意與設計規劃
1.1策劃與推動組織內美術與視覺設計專案。
1.2規劃視覺創意與宣傳內容以提升組織形象。1.3設計符合活動或品牌需求的創意方案。
2.美術創作與指導
2.1創作各類平面或數位美術作品。
2.2指導團隊完成設計任務並確保品質。
2.3支援宣傳、活動或專案需求的視覺呈現。
3.活動與空間視覺設計
3.1規劃與執行活動空間的佈置與舞台設計。
3.2協助呈現主題或品牌訊息的視覺效果。
3.3確保設計符合活動需求與觀眾體驗。",05廣告/公關/設計,美術∕商業設計師,050301,具備視覺主題策劃、美術創作設計、宣傳視覺整合與活動場域佈置等相關實務經驗，熟悉視覺傳達流程與設計製作原則，適合擔任美術∕商業設計師；從事品牌視覺設計、宣傳素材製作、活動舞台美術規劃與整體形象設計等工作。,,
,,,05廣告/公關/設計,創意指導,050103,具備視覺主軸規劃、創意方向統籌、設計整合協調與活動形象規劃等相關實務經驗，熟悉創意發想流程與整體視覺管理原則，適合擔任創意指導；從事品牌創意統籌、設計風格制定、跨部門創意整合與視覺品質控管等工作。,,
,,,05廣告/公關/設計,企業形象設計師,050310,具備整體視覺規劃、宣傳形象設計、活動場域美術統籌與品牌識別呈現等相關實務經驗，熟悉企業形象建構流程與視覺設計原則，適合擔任企業形象設計師；從事品牌識別系統設計、形象視覺整合、宣傳素材製作與整體形象管理等工作。,,
,,,05廣告/公關/設計,美術老師,140114,具備美術創作設計、視覺規劃統籌、作品指導示範與活動場域佈置等相關實務經驗，熟悉美術教學流程與創作指導原則，適合擔任美術老師；從事美術課程教學、創作技巧指導、作品評量回饋與展演規劃等工作。,,
,,,05廣告/公關/設計,展場／櫥窗佈置人員,050315,具備活動場域視覺規劃、空間美術設計、主題氛圍營造與現場佈置執行等相關實務經驗，熟悉展示設計流程與視覺呈現原則，適合擔任展場／櫥窗佈置人員；從事展場空間規劃、櫥窗視覺設計、展示佈置執行與形象呈現管理等工作。,,
,,,21行銷/企劃/專案,行銷企劃人員,210103,具備宣傳視覺規劃、活動形象設計、素材整合製作與場域佈置執行等相關實務經驗，熟悉行銷推廣流程與品牌呈現原則，適合擔任行銷企劃人員，從事品牌活動規劃、行銷素材設計、推廣方案執行與成效呈現分析等工作。,,建議取得經濟部商業發展署「品牌企劃師能力鑑定證書」
康樂官,6.00E+44,"1.活動規劃與專案執行
1.1規劃各類活動主題與執行方案。
1.2管理活動流程與資源配置。1.3確保活動品質與參與效果。
2.內容創作與體驗設計
2.1設計活動內容與互動形式。
2.2發展創意表演或文化方案。
2.3提升參與者體驗與投入度。
3.現場管理與流程控管
3.1執行現場流程與舞台運作。
3.2協調人員與設備資源。
3.3應對突發狀況確保活動順利。",16旅遊/餐飲/休閒,旅遊休閒類主管,160107,具備活動整體規劃、節目設計統籌、現場運作管理與團隊協調執行等相關實務經驗，熟悉活動營運流程與場域管理原則，適合擔任旅遊休閒類主管；從事休閒活動規劃、營運管理統籌、通路整合開發與團隊管理等工作。,,
,,,16旅遊/餐飲/休閒,活動指導員,160303,具備活動策劃執行、節目設計帶領、現場秩序維護與場域運作管理等相關實務經驗，熟悉活動流程與服務管理原則，適合擔任活動指導員；從事休閒活動執行、場域秩序維護、設施運作協助與服務品質管理等工作。,,
,,,13傳播/娛樂/藝術,藝術指導/創意總監,130303,具備節目主題構思、整體風格統籌、舞台視覺整合與團隊創意協調等相關實務經驗，熟悉創意發想流程與整體形象管理原則，適合擔任藝術指導／創意總監；從事創意方向制定、視覺風格統籌、活動形象設計與跨部門創意整合等工作。,,
,,,13傳播/娛樂/藝術,節目製作人員,130108,具備節目策劃統籌、內容編排設計、演出協調安排與現場執行管理等相關實務經驗，熟悉節目製作流程與團隊協作原則，適合擔任節目製作人員；從事節目內容規劃、製播統籌安排、演出協調管理與播出成效掌握等工作。,,
,,,21行銷/企劃/專案,活動企劃人員,210203,具備活動主題規劃、流程設計安排、現場統籌執行與資源協調整合等相關實務經驗，熟悉活動企劃流程與專案推動原則，適合擔任活動企劃人員；從事活動方案設計、專案執行管理、廠商協調整合與成效評估分析等工作。,,
,,,21行銷/企劃/專案,專案管理師,210304,具備活動整體規劃、進度管控安排、資源整合協調與成效檢討分析等相關實務經驗，熟悉專案管理流程與跨部門協作原則，適合擔任專案管理師，從事專案規劃、進度管控及資源整合等工作。,,建議取得「國際專案管理師（PMP）認證」
音樂官,6.00E+45,"1.音樂教育與訓練規劃
1.1規劃與推動音樂教育與訓練相關課程。
1.2設計音樂學習與技能培訓計畫。1.3評估音樂訓練成果並持續優化課程內容。
2.音樂團隊指導與管理
2.1指導樂團、合唱團或表演團隊之排練與演出準備。
2.2規劃團隊訓練進度並提升整體演奏與表演能力。
2.3統籌團隊演出活動與日常訓練管理。
3.音樂創作與編曲
3.1創作與編排各類音樂作品。
3.2設計演出曲目並規劃整體表演內容。
3.3支援活動、演出或專案之音樂製作需求。",14教育/學術/研究,音樂老師,140115,具備音樂教育規劃、樂團指揮訓練、樂曲創作編配與演練指導等相關實務經驗，熟悉音樂教學流程與演奏訓練原則，適合擔任音樂老師；從事音樂課程教學、演奏技巧指導、樂團訓練統籌與作品創作發表等工作。,,
,,,13傳播/娛樂/藝術,音樂/作曲/歌唱家及演奏家,130301,具備樂曲創作編配、合奏指揮訓練、演出活動統籌與音樂專業指導等相關實務經驗，熟悉音樂創作流程與舞台演出機制，適合擔任音樂／作曲／歌唱家及演奏家；從事音樂創作發表、專業演奏演唱、樂團指揮統籌與舞台演出規劃等工作。,,
,,,13傳播/娛樂/藝術,藝術指導/創意總監,130303,具備藝術主題規劃、整體風格統籌、演出內容整合與團隊創意引導等相關實務經驗，熟悉創意發想流程與舞台呈現原則，適合擔任藝術指導／創意總監；從事創意方向制定、整體風格統籌、跨部門藝術整合與演出專案規劃等工作。,,
,,,13傳播/娛樂/藝術,節目製作人員,130108,具備節目內容構思、演出統籌規劃、排練指揮協調與舞台呈現管理等相關實務經驗，熟悉節目製作流程與團隊協作原則，適合擔任節目製作人員；從事節目內容規劃、製播統籌安排、演出協調管理與播出品質控管等工作。,,
,,,21行銷/企劃/專案,活動企劃人員,210203,具備演出活動規劃、節目內容設計、資源整合協調與現場執行統籌等相關實務經驗，熟悉活動企劃流程與專案推動原則，適合擔任活動企劃人員；從事活動方案設計、演出專案執行、資源整合協調與成效評估分析等工作。,,
電視作業官,1C93,"1.影音節目企劃與製作管理
1.1規劃與製作影音節目或多媒體內容。
1.2設計節目內容與製作流程，確保品質與時程。1.3管理影音專案之製作與播出作業。
2.媒體製作協調與作業統籌
2.1協調相關部門與製作團隊完成影音專案。
2.2統籌節目製作、拍攝、剪輯與播出流程。
2.3管理影音內容發布與媒體平台作業。
3.影音內容傳播與品牌溝通
3.1規劃影音內容以支援組織宣傳與資訊傳播。
3.2協助建立品牌形象與組織對外溝通內容。
3.3分析影音內容成效並提出優化建議。",13傳播/娛樂/藝術,節目製作人員,130108,具備影音節目規劃製作、跨單位協調統籌實務經驗，適合擔任節目製作人員；從事電視台/網路平台節目企劃執行與後製統籌工作。,,
,,,13傳播/娛樂/藝術,攝影師,130105,具備影音節目製作、拍攝統籌與影像品質管理等相關實務經驗，熟悉影像製作流程與畫面構圖原則，適合擔任攝影師；從事影像拍攝執行、畫面構圖設計、拍攝現場協調與影音素材製作等工作。,,
,,,13傳播/娛樂/藝術,影片製作專業人員,130104,具備節目製作與播送相關實務經驗，適合擔任影片製作專業人員；從事影音企劃與協調、剪輯與特效製作等工作。,,
,,,05廣告/公關/設計,廣告媒體企劃人員,050204,具備影音內容規劃、媒體製播統籌、播出策略安排與傳播成效評估等相關實務經驗，熟悉媒體規劃流程與內容整合原則，適合擔任廣告媒體企劃人員；從事媒體投放策略規劃、廣告內容整合設計、傳播方案執行與成效分析等工作。,,
,,,21行銷/企劃/專案,活動企劃人員,210203,具備節目規劃統籌、製作流程控管、跨單位協調整合與播出成效評估等相關實務經驗，熟悉活動執行流程與專案管理原則，適合擔任活動企劃人員；從事活動方案設計、專案執行統籌、資源協調整合與成效分析評估等工作。,,
,,,21行銷/企劃/專案,專案管理師,210304,具備影音內容企劃、製作流程管理等相關實務經驗，適合轉銜為專案管理師，從事專案規劃、管控及協調相關工作。,,建議取得「國際專案管理師（PMP）認證」
美工兵,6E331,"1.視覺設計與宣傳素材製作
1.1協助設計與製作各類宣傳海報、圖像與視覺素材。
1.2製作符合宣傳主題之平面設計與圖文內容。1.3支援品牌或活動宣傳所需之視覺設計工作。
2.行銷與宣傳內容支援
2.1協助設計宣傳文宣、標語與推廣素材。
2.2配合行銷或宣傳活動製作相關視覺內容。
2.3協助整理與管理宣傳素材與設計檔案。
3.活動空間與展示佈置
3.1協助規劃與製作活動場地之視覺佈置。
3.2製作展示圖板、指示標示與活動裝飾素材。
3.3支援活動現場佈置與視覺呈現。",05廣告/公關/設計,美術∕商業設計師,050301,具備視覺主題策劃、美術創作設計、宣傳視覺整合與活動場域佈置等相關實務經驗，熟悉視覺傳達流程與設計製作原則，適合擔任美術∕商業設計師；從事品牌視覺設計、宣傳素材製作、活動舞台美術規劃與整體形象設計等工作。,,
,,,05廣告/公關/設計,企業形象設計師,050310,具備整體視覺規劃、宣傳形象設計、活動場域美術統籌與品牌識別呈現等相關實務經驗，熟悉企業形象建構流程與視覺設計原則，適合擔任企業形象設計師；從事品牌識別系統設計、形象視覺整合、宣傳素材製作與整體形象管理等工作。,,
,,,05廣告/公關/設計,美術老師,140114,具備美術創作設計、視覺規劃統籌、作品指導示範與活動場域佈置等相關實務經驗，熟悉美術教學流程與創作指導原則，適合擔任美術老師；從事美術課程教學、創作技巧指導、作品評量回饋與展演規劃等工作。,,
,,,05廣告/公關/設計,展場／櫥窗佈置人員,050315,具備活動場域視覺規劃、空間美術設計、主題氛圍營造與現場佈置執行等相關實務經驗，熟悉展示設計流程與視覺呈現原則，適合擔任展場／櫥窗佈置人員；從事展場空間規劃、櫥窗視覺設計、展示佈置執行與形象呈現管理等工作。,,
,,,21行銷/企劃/專案,行銷企劃人員,210103,具備宣傳視覺規劃、活動形象設計、素材整合製作與場域佈置執行等相關實務經驗，熟悉行銷推廣流程與品牌呈現原則，適合擔任行銷企劃人員，從事品牌活動規劃、行銷素材設計、推廣方案執行與成效呈現分析等工作。,,建議取得經濟部商業發展署「品牌企劃師能力鑑定證書」
康樂兵,6E431,"1.活動支援與執行
1.1協助規劃與執行各類活動或團隊娛樂活動。
1.2支援活動流程安排與現場執行作業。1.3協助活動相關行政與後勤作業。
2.活動視覺與場地佈置
2.1協助製作宣傳素材與活動展示用品。
2.2支援活動會場佈置與視覺呈現作業。
2.3協助活動場地之佈置、整理與撤場工作。
3.舞台技術與設備操作
3.1協助舞台佈景搭建與場地設置。
3.2操作或支援燈光、音響及舞台設備。
3.3協助設備檢查與日常維護保養。",16旅遊/餐飲/休閒,活動指導員,160303,具備協助節目策劃、內容編排、演出協調與現場表演等相關實務經驗，熟悉節目製作流程與團隊協作，適合擔任活動指導員；從事休閒活動執行、場域秩序維護、設施運作協助與服務品質管理等工作。,,
,,,13傳播/娛樂/藝術,燈光/音響師,130110,具備舞台燈光與音響設備操作、舞台佈景設置、活動會場技術支援及播音設備保養維護等相關實務，熟悉舞台演出技術流程與設備操作，適合擔任燈光／音響師；從事舞台燈光與音響系統操作、設備架設調整、演出現場技術支援與設備維護管理等工作。,,
,,,13傳播/娛樂/藝術,視聽工程類人員,130111,具備舞台燈光音響設備操作、播音系統使用與維護、舞台佈景與會場設備架設等實務，熟悉視聽設備操作與活動技術支援流程，適合擔任視聽工程類人員；從事視聽系統設備架設、音響與影像設備操作維護、活動或演出技術支援等工作。,,
,,,13傳播/娛樂/藝術,數位平台直播人員,130205,具備協助節目策劃、內容編排、演出協調與現場表演等相關實務經驗，熟悉節目製作流程與團隊協作，適合擔任數位平台直播人員；從事透過數位平台進行影音播送相關經營工作。,,
,,,13傳播/娛樂/藝術,節目製作人員,130108,具備協助節目策劃、內容編排、演出協調與現場表演等相關實務經驗，熟悉節目製作流程與團隊協作，適合擔任節目製作人員；從事節目內容規劃、製播統籌安排、演出協調管理與播出成效掌握等工作。,,
,,,21行銷/企劃/專案,活動企劃人員,210203,具備協助活動主題規劃、流程設計安排、現場統籌執行與資源協調整合等相關實務經驗，熟悉活動企劃流程與專案推動原則，適合擔任活動企劃人員；從事活動方案設計、專案執行管理、廠商協調整合與成效評估分析等工作。,,
康樂士,6E434,"1.活動企劃與執行管理
1.1協助規劃與執行各類活動或團隊文化活動。
1.2負責活動流程安排與現場執行協調。1.3協助管理活動相關行政與資源配置。
2.活動視覺與場地佈置
2.1設計與製作活動宣傳素材與視覺展示用品。
2.2規劃並執行活動場地與會場環境佈置。
2.3協助維持活動現場視覺呈現與整體氛圍。
3.舞台技術與設備操作
3.1規劃與執行舞台佈景設置與場地搭建。
3.2操作燈光、音響與舞台相關設備。
3.3執行舞台設備檢查與日常維護作業。",16旅遊/餐飲/休閒,活動指導員,160303,具備協助節目策劃、內容編排、演出協調與現場表演等相關實務經驗，熟悉節目製作流程與團隊協作，適合擔任活動指導員；從事休閒活動執行、場域秩序維護、設施運作協助與服務品質管理等工作。,,
,,,13傳播/娛樂/藝術21行銷/企劃/專案,燈光/音響師,130110,具備舞台燈光與音響設備操作、舞台佈景與會場佈置、美術宣傳製作及播音設備保養維護等相關實務，熟悉演出活動技術流程與設備操作，適合擔任燈光／音響師；從事舞台燈光與音響系統架設操作、設備調整測試、演出現場技術支援及相關設備維護管理等工作。,,
,,,13傳播/娛樂/藝術21行銷/企劃/專案,視聽工程類人員,130111,具備舞台燈光與音響設備操作、會場佈置與舞台佈景設置、美術宣傳製作及播音設備操作維護等相關實務，熟悉視聽設備架設與活動技術支援流程，適合擔任視聽工程類人員；從事視聽系統設備架設、音響與影像設備操作維護、活動或演出技術支援與相關設備管理等工作。,,
,,,13傳播/娛樂/藝術21行銷/企劃/專案,數位平台直播人員,130205,具備協助節目策劃、內容編排、演出協調與現場表演等相關實務經驗，熟悉節目製作流程與團隊協作，適合擔任數位平台直播人員；從事透過數位平台進行影音播送相關經營工作。,,
,,,13傳播/娛樂/藝術21行銷/企劃/專案,節目製作人員,130108,具備協助節目策劃、內容編排、演出協調與現場表演等相關實務經驗，熟悉節目製作流程與團隊協作，適合擔任節目製作人員；從事節目內容規劃、製播統籌安排、演出協調管理與播出成效掌握等工作。,,
,,,13傳播/娛樂/藝術21行銷/企劃/專案,活動企劃人員,210203,具備協助活動主題規劃、流程設計安排、現場統籌執行與資源協調整合等相關實務經驗，熟悉活動企劃流程與專案推動原則，適合擔任活動企劃人員；從事活動方案設計、專案執行管理、廠商協調整合與成效評估分析等工作。,,
播音士,6E634,"1.播音與音訊內容傳播
1.1負責活動、節目或公共場合之播音與主持作業。
1.2依活動需求進行資訊傳達與現場廣播。1.3協助製作或播送音訊內容以支援活動或宣傳。
2.活動播音與主持支援
2.1擔任活動主持或現場廣播工作。
2.2配合活動流程進行即時播報與資訊提醒。
2.3協助維持活動秩序與現場溝通。
3.音訊設備操作與維護
3.1操作音響與播音設備以確保音訊品質。
3.2執行音訊設備檢查、基本維護與故障排除。
3.3協助管理音訊設備與相關器材。",13傳播/娛樂/藝術,電台工作人員,130102,具備播音執行播及音訊設備操作維護實務經驗，適合擔任電台工作人員，從事節目企劃編排、播音錄製等工作。,,
,,,13傳播/娛樂/藝術,主播,130101,具備播音主持、稿件朗讀掌握、現場控場表達與節目內容呈現等相關實務經驗，熟悉製播流程與公眾溝通原則，適合擔任主播；從事新聞播報主持、即時訊息傳達、節目內容呈現與現場應對處理等工作。,,
,,,13傳播/娛樂/藝術,節目主持人,130204,具備播音主持表達、節目內容掌握、現場節奏控場與聽眾互動應對等相關實務經驗，熟悉節目製播流程與口語溝通原則，適合擔任節目主持人；從事節目主持引導、現場互動掌控、內容串聯呈現與活動主持等工作。,,
,,,13傳播/娛樂/藝術,節目製作人員,130108,具備播音主持表達、節目內容掌握、現場節奏控場與聽眾互動應對等相關實務經驗，熟悉節目製播流程與口語溝通原則，適合擔任節目製作人，統籌執行與節目相關之各項錄影及行政業務。,,
保防督導官,6D11,"1.組織安全管理與制度規劃
1.1規劃並建立組織資訊安全與營運安全管理制度。
1.2督導各單位落實安全管理規範與作業流程。1.3辦理安全教育訓練並執行安全稽核與績效評估。
2.資訊與營運風險管理
2.1蒐集並分析安全風險資訊與潛在威脅。
2.2進行風險評估並提出防範與改善建議。
2.3建立安全事件通報與處理機制。
3.內部調查與事件處理
3.1調查資訊外洩、違規或安全事件。
3.2釐清事件原因並提出改善與防範措施。
3.3協助建立組織內部稽核與調查程序。",04財務/金融/保險,稽核人員,040107,具備制度規劃與檢核管理、風險資訊蒐集研判、事件調查與改善追蹤等相關實務，熟悉制度遵循與內部控制流程，適合擔任稽核人員；從事內部控制制度檢視、風險評估報告撰寫與缺失改善追蹤等工作。,,
,,,04財務/金融/保險,理賠人員,040304,具備案件調查處理、風險評估研判、制度規範檢核等相關實務，熟悉作業程序與控管流程，適合擔任保險理賠人員；從事事故資料查證、理賠案件審核與理賠報告撰寫等工作。,,
,,,21行銷/企劃/專案,市場調查/市調分析人員,210105,具備安全制度規劃管理、風險資訊蒐集研判、事件調查與協調處理等相關實務，熟悉制度遵循與風險評估流程，適合擔任市場調查市調分析人員；從事市場資料蒐集分析、風險評估報告撰寫與決策建議提供等工作。,,
,,,03人資/法務/智財,法律助理人員,030204,具備法令制度研析、案件調查處理、風險評估與紀錄管理等相關實務，熟悉制度遵循與程序控管流程，適合擔任法律助理人員；從事法律文件整理彙編、案件資料蒐集分析與訴訟行政支援等工作。,,
